run,file,nSnaps,successFinal,successAny,hvFinal,hvMax,bestQED,bestSim,validFrac,simEq1Count,leadLikeQED,maxQED_at_sim_ge_thr,maxSim_at_qed_ge_thr,countSim_ge_thr,countQED_ge_thr,countBoth
60,MOL_MOEA_v10_bank_DDProblem1_M2_D256_60.mat,26,1,1,0.855557933610012,0.862796310348165,0.91224867105484,1,1,1,0.728770971298218,0.91224867105484,0.517857134342194,100,93,93
61,MOL_MOEA_v10_bank_DDProblem1_M2_D256_61.mat,26,1,1,0.846815539987119,0.847235823061,0.943682372570038,1,1,1,0.722457587718964,0.943682372570038,0.575757563114166,100,99,99
62,MOL_MOEA_v10_bank_DDProblem1_M2_D256_62.mat,26,1,1,0.85512524812766,0.867176228480799,0.909485220909119,1,1,1,0.728801667690277,0.909485220909119,0.456140339374542,100,98,98
63,MOL_MOEA_v10_bank_DDProblem1_M2_D256_63.mat,26,1,1,0.848227370206954,0.848227370206954,0.948177516460419,1,1,1,0.713126122951508,0.948177516460419,0.474576264619827,100,98,98
64,MOL_MOEA_v10_bank_DDProblem1_M2_D256_64.mat,26,1,1,0.860589003173057,0.87438861214387,0.906769812107086,1,1,3,0.758550405502319,0.906769812107086,0.627118647098541,100,94,94
65,MOL_MOEA_v10_bank_DDProblem1_M2_D256_65.mat,26,0,0,0.489936965087566,0.489936965087566,0.940186679363251,0.571428596973419,1,0,NaN,0.828359425067902,0.315789461135864,9,28,0
66,MOL_MOEA_v10_bank_DDProblem1_M2_D256_66.mat,26,1,1,0.843738156350327,0.854731988477717,0.902983069419861,1,1,1,0.759142696857452,0.902983069419861,0.563636362552643,100,98,98
67,MOL_MOEA_v10_bank_DDProblem1_M2_D256_67.mat,26,1,1,0.864618095270586,0.864618095270586,0.934281885623932,1,1,1,0.787329614162445,0.934281885623932,0.486111104488373,100,97,97
68,MOL_MOEA_v10_bank_DDProblem1_M2_D256_68.mat,26,1,1,0.870302009676671,0.870302009676671,0.938951194286346,1,1,1,0.714532017707825,0.916069865226746,0.611111104488373,54,51,48
69,MOL_MOEA_v10_bank_DDProblem1_M2_D256_69.mat,26,0,0,0.826814574049154,0.826814574049154,0.929763376712799,1,1,6,0.743871986865997,0.862038135528564,0.120689652860165,16,24,0
70,MOL_MOEA_v10_bank_DDProblem1_M2_D256_70.mat,26,1,1,0.863327484057162,0.864278838714569,0.936515212059021,1,1,1,0.736145734786987,0.936515212059021,0.532258093357086,100,94,94
71,MOL_MOEA_v10_bank_DDProblem1_M2_D256_71.mat,26,1,1,0.869711291552733,0.871206214743703,0.916720330715179,1,1,1,0.780785441398621,0.916720330715179,0.654545426368713,100,99,99
72,MOL_MOEA_v10_bank_DDProblem1_M2_D256_72.mat,26,1,1,0.84001841198738,0.846702248292351,0.91033011674881,1,1,1,0.738605439662933,0.91033011674881,0.485294103622437,100,96,96
73,MOL_MOEA_v10_bank_DDProblem1_M2_D256_73.mat,26,1,1,0.827268438285046,0.832547797748616,0.905804514884949,1,1,2,0.718691766262054,0.905804514884949,0.485294103622437,100,94,94
74,MOL_MOEA_v10_bank_DDProblem1_M2_D256_74.mat,26,1,1,0.854250287127229,0.859450020336935,0.912249624729156,1,1,2,0.799366354942322,0.912249624729156,0.421052634716034,100,92,92
75,MOL_MOEA_v10_bank_DDProblem1_M2_D256_75.mat,26,1,1,0.852562692165394,0.855381505791684,0.918125450611115,1,1,1,0.757506668567657,0.918125450611115,0.40350878238678,100,89,89
76,MOL_MOEA_v10_bank_DDProblem1_M2_D256_76.mat,26,1,1,0.833699172697361,0.833699172697361,0.904208242893219,1,1,2,0.722989678382874,0.904208242893219,0.442857146263123,100,93,93
77,MOL_MOEA_v10_bank_DDProblem1_M2_D256_77.mat,26,0,0,0.833413508749349,0.833413508749349,0.932275712490082,1,1,2,0.751472949981689,0.840614080429077,0.327586203813553,26,20,0
78,MOL_MOEA_v10_bank_DDProblem1_M2_D256_78.mat,26,1,1,0.853979571064254,0.854300734544918,0.90686309337616,1,1,1,0.768647074699402,0.90686309337616,0.616666674613953,100,97,97
79,MOL_MOEA_v10_bank_DDProblem1_M2_D256_79.mat,26,1,1,0.874581121681054,0.87804710197242,0.914358496665955,1,1,3,0.750149309635162,0.914358496665955,0.540000021457672,100,92,92
80,MOL_MOEA_v10_bank_DDProblem1_M2_D256_80.mat,26,1,1,0.870356589785015,0.871916987619166,0.914874911308289,1,1,2,0.77864682674408,0.914874911308289,0.60606062412262,100,95,95
81,MOL_MOEA_v10_bank_DDProblem1_M2_D256_81.mat,26,1,1,0.617650764901015,0.645762805239293,0.902720332145691,0.684210538864136,1,0,NaN,0.902720332145691,0.684210538864136,100,100,100
82,MOL_MOEA_v10_bank_DDProblem1_M2_D256_82.mat,26,1,1,0.850614250589476,0.862256860212701,0.904136836528778,1,1,1,0.780611038208008,0.904136836528778,0.528301894664764,100,97,97
83,MOL_MOEA_v10_bank_DDProblem1_M2_D256_83.mat,26,1,1,0.860185775602124,0.862161475768263,0.922604203224182,1,1,3,0.739965796470642,0.922604203224182,0.430769234895706,100,93,93
84,MOL_MOEA_v10_bank_DDProblem1_M2_D256_84.mat,26,1,1,0.859954265385117,0.859954265385117,0.91932475566864,1,1,4,0.745523989200592,0.91932475566864,0.593220353126526,100,93,93
85,MOL_MOEA_v10_bank_DDProblem1_M2_D256_85.mat,26,1,1,0.879259749867959,0.879259749867959,0.929903209209442,1,1,2,0.796804189682007,0.929903209209442,0.45762711763382,100,94,94
86,MOL_MOEA_v10_bank_DDProblem1_M2_D256_86.mat,26,0,0,0.846472597592275,0.846472597592275,0.94817978143692,1,1,3,0.726059257984161,0.894452571868896,0.385714292526245,23,16,0
87,MOL_MOEA_v10_bank_DDProblem1_M2_D256_87.mat,26,1,1,0.836286123609982,0.836796881050993,0.909434378147125,1,1,3,0.718650043010712,0.909434378147125,0.419354826211929,100,85,85
88,MOL_MOEA_v10_bank_DDProblem1_M2_D256_88.mat,26,1,1,0.528153896296558,0.596353078172449,0.926114857196808,0.576271176338196,1,0,NaN,0.926114857196808,0.5,100,99,99
89,MOL_MOEA_v10_bank_DDProblem1_M2_D256_89.mat,26,0,0,0.865157464370071,0.865157464370071,0.933719336986542,1,1,6,0.758879721164703,0.859228909015656,0.324675321578979,29,13,0
90,MOL_MOEA_v10_bank_DDProblem1_M2_D256_90.mat,26,1,1,0.856869495866384,0.857003818700935,0.941036701202393,1,1,1,0.724209845066071,0.941036701202393,0.524590134620667,100,98,98
